"","Sample_ID","Stiffness_Score","Tumor_Type"
"TCGA-AB-2873-03A-01T-0735-13","TCGA-AB-2873-03A-01T-0735-13",1.83269473684211,"TCGA-LAML"
"TCGA-AB-2894-03A-01T-0734-13","TCGA-AB-2894-03A-01T-0734-13",1.71121403508772,"TCGA-LAML"
"TCGA-AB-2853-03A-01T-0734-13","TCGA-AB-2853-03A-01T-0734-13",1.98248771929825,"TCGA-LAML"
"TCGA-AB-2883-03A-01T-0734-13","TCGA-AB-2883-03A-01T-0734-13",2.03510175438596,"TCGA-LAML"
"TCGA-AB-2935-03A-01T-0740-13","TCGA-AB-2935-03A-01T-0740-13",1.8887,"TCGA-LAML"
"TCGA-AB-2881-03A-01T-0735-13","TCGA-AB-2881-03A-01T-0735-13",1.52319649122807,"TCGA-LAML"
"TCGA-AB-2865-03A-01T-0736-13","TCGA-AB-2865-03A-01T-0736-13",2.03554561403509,"TCGA-LAML"
"TCGA-AB-2890-03A-01T-0735-13","TCGA-AB-2890-03A-01T-0735-13",1.40360350877193,"TCGA-LAML"
"TCGA-AB-2998-03A-01T-0735-13","TCGA-AB-2998-03A-01T-0735-13",2.08824561403509,"TCGA-LAML"
"TCGA-AB-2899-03A-01T-0736-13","TCGA-AB-2899-03A-01T-0736-13",1.79492280701754,"TCGA-LAML"
"TCGA-AB-2882-03A-01T-0740-13","TCGA-AB-2882-03A-01T-0740-13",2.74119473684211,"TCGA-LAML"
"TCGA-AB-2928-03A-01T-0740-13","TCGA-AB-2928-03A-01T-0740-13",2.13645087719298,"TCGA-LAML"
"TCGA-AB-2991-03A-01T-0735-13","TCGA-AB-2991-03A-01T-0735-13",3.10502631578947,"TCGA-LAML"
"TCGA-AB-2943-03A-01T-0740-13","TCGA-AB-2943-03A-01T-0740-13",1.80902105263158,"TCGA-LAML"
"TCGA-AB-2869-03A-01T-0735-13","TCGA-AB-2869-03A-01T-0735-13",1.83344912280702,"TCGA-LAML"
"TCGA-AB-2992-03A-01T-0735-13","TCGA-AB-2992-03A-01T-0735-13",2.12875964912281,"TCGA-LAML"
"TCGA-AB-2844-03A-01T-0736-13","TCGA-AB-2844-03A-01T-0736-13",1.55693333333333,"TCGA-LAML"
"TCGA-AB-2884-03A-01T-0735-13","TCGA-AB-2884-03A-01T-0735-13",1.33997368421053,"TCGA-LAML"
"TCGA-AB-2959-03A-01T-0734-13","TCGA-AB-2959-03A-01T-0734-13",2.35608947368421,"TCGA-LAML"
"TCGA-AB-2886-03A-01T-0735-13","TCGA-AB-2886-03A-01T-0735-13",1.24098070175439,"TCGA-LAML"
"TCGA-AB-2891-03A-01T-0735-13","TCGA-AB-2891-03A-01T-0735-13",1.46460877192982,"TCGA-LAML"
"TCGA-AB-2835-03A-01T-0736-13","TCGA-AB-2835-03A-01T-0736-13",1.60000526315789,"TCGA-LAML"
"TCGA-AB-2999-03B-01T-0748-13","TCGA-AB-2999-03B-01T-0748-13",2.24754210526316,"TCGA-LAML"
"TCGA-AB-2930-03A-01T-0740-13","TCGA-AB-2930-03A-01T-0740-13",1.05992105263158,"TCGA-LAML"
"TCGA-AB-2872-03A-01T-0735-13","TCGA-AB-2872-03A-01T-0735-13",2.23310526315789,"TCGA-LAML"
"TCGA-AB-3012-03A-01T-0736-13","TCGA-AB-3012-03A-01T-0736-13",3.53338771929825,"TCGA-LAML"
"TCGA-AB-2944-03A-01T-0740-13","TCGA-AB-2944-03A-01T-0740-13",1.14544736842105,"TCGA-LAML"
"TCGA-AB-2841-03B-01T-0760-13","TCGA-AB-2841-03B-01T-0760-13",1.88649649122807,"TCGA-LAML"
"TCGA-AB-3011-03A-01T-0736-13","TCGA-AB-3011-03A-01T-0736-13",1.39252105263158,"TCGA-LAML"
"TCGA-AB-2874-03A-01T-0735-13","TCGA-AB-2874-03A-01T-0735-13",1.90217543859649,"TCGA-LAML"
"TCGA-AB-2878-03A-01T-0734-13","TCGA-AB-2878-03A-01T-0734-13",2.17168245614035,"TCGA-LAML"
"TCGA-AB-2934-03A-01T-0740-13","TCGA-AB-2934-03A-01T-0740-13",1.34668245614035,"TCGA-LAML"
"TCGA-AB-2970-03A-01T-0734-13","TCGA-AB-2970-03A-01T-0734-13",1.63362631578947,"TCGA-LAML"
"TCGA-AB-2942-03A-01T-0734-13","TCGA-AB-2942-03A-01T-0734-13",1.20280701754386,"TCGA-LAML"
"TCGA-AB-2895-03A-01T-0735-13","TCGA-AB-2895-03A-01T-0735-13",1.88054912280702,"TCGA-LAML"
"TCGA-AB-2920-03B-01T-0760-13","TCGA-AB-2920-03B-01T-0760-13",1.4096701754386,"TCGA-LAML"
"TCGA-AB-2929-03A-01T-0735-13","TCGA-AB-2929-03A-01T-0735-13",1.64680701754386,"TCGA-LAML"
"TCGA-AB-2952-03B-01T-0760-13","TCGA-AB-2952-03B-01T-0760-13",1.21322280701754,"TCGA-LAML"
"TCGA-AB-2821-03A-01T-0735-13","TCGA-AB-2821-03A-01T-0735-13",2.25522105263158,"TCGA-LAML"
"TCGA-AB-2863-03A-01T-0734-13","TCGA-AB-2863-03A-01T-0734-13",2.31982105263158,"TCGA-LAML"
"TCGA-AB-2817-03A-01T-0736-13","TCGA-AB-2817-03A-01T-0736-13",2.46147192982456,"TCGA-LAML"
"TCGA-AB-3007-03A-01T-0736-13","TCGA-AB-3007-03A-01T-0736-13",2.9790649122807,"TCGA-LAML"
"TCGA-AB-2880-03A-01T-0735-13","TCGA-AB-2880-03A-01T-0735-13",1.21321754385965,"TCGA-LAML"
"TCGA-AB-2871-03A-01T-0735-13","TCGA-AB-2871-03A-01T-0735-13",1.94963684210526,"TCGA-LAML"
"TCGA-AB-2910-03A-01T-0740-13","TCGA-AB-2910-03A-01T-0740-13",1.7509701754386,"TCGA-LAML"
"TCGA-AB-2949-03B-01T-0748-13","TCGA-AB-2949-03B-01T-0748-13",1.90510350877193,"TCGA-LAML"
"TCGA-AB-2936-03A-01T-0740-13","TCGA-AB-2936-03A-01T-0740-13",1.66072105263158,"TCGA-LAML"
"TCGA-AB-2946-03A-01T-0740-13","TCGA-AB-2946-03A-01T-0740-13",1.29507543859649,"TCGA-LAML"
"TCGA-AB-2921-03A-01T-0740-13","TCGA-AB-2921-03A-01T-0740-13",1.15368771929825,"TCGA-LAML"
"TCGA-AB-2965-03A-01T-0734-13","TCGA-AB-2965-03A-01T-0734-13",1.7764649122807,"TCGA-LAML"
"TCGA-AB-2876-03A-01T-0734-13","TCGA-AB-2876-03A-01T-0734-13",1.49464561403509,"TCGA-LAML"
"TCGA-AB-2924-03A-01T-0740-13","TCGA-AB-2924-03A-01T-0740-13",1.90953859649123,"TCGA-LAML"
"TCGA-AB-2875-03A-01T-0735-13","TCGA-AB-2875-03A-01T-0735-13",1.59851052631579,"TCGA-LAML"
"TCGA-AB-2819-03A-01T-0734-13","TCGA-AB-2819-03A-01T-0734-13",1.72641754385965,"TCGA-LAML"
"TCGA-AB-2977-03B-01T-0760-13","TCGA-AB-2977-03B-01T-0760-13",1.15501052631579,"TCGA-LAML"
"TCGA-AB-2994-03A-01T-0735-13","TCGA-AB-2994-03A-01T-0735-13",2.04191052631579,"TCGA-LAML"
"TCGA-AB-2909-03A-01T-0744-13","TCGA-AB-2909-03A-01T-0744-13",1.4009350877193,"TCGA-LAML"
"TCGA-AB-2966-03A-01T-0734-13","TCGA-AB-2966-03A-01T-0734-13",1.26094736842105,"TCGA-LAML"
"TCGA-AB-2892-03A-01T-0734-13","TCGA-AB-2892-03A-01T-0734-13",1.37585614035088,"TCGA-LAML"
"TCGA-AB-3008-03A-01T-0736-13","TCGA-AB-3008-03A-01T-0736-13",1.63929122807018,"TCGA-LAML"
"TCGA-AB-2971-03A-01T-0734-13","TCGA-AB-2971-03A-01T-0734-13",1.88625964912281,"TCGA-LAML"
"TCGA-AB-2979-03B-01T-0760-13","TCGA-AB-2979-03B-01T-0760-13",1.05326140350877,"TCGA-LAML"
